Time,Actual,Predicted
920,0.5463943467342675,0.5819782018661499
921,0.5411212521268776,0.5785050988197327
922,0.5358267949789957,0.5618792772293091
923,0.5305111843067304,0.5786282420158386
924,0.5251746299612954,0.5841940641403198
925,0.5198173426207064,0.5836986899375916
926,0.5144395337815069,0.5830290913581848
927,0.509041415750369,0.5877909660339355
928,0.5036232016357619,0.6078276038169861
929,0.4981851053394891,0.6082425117492676
930,0.49272734154829323,0.5859783291816711
931,0.4872501257253313,0.603274405002594
932,0.4817536741017115,0.5895339250564575
933,0.4762382036679388,0.5906172394752502
934,0.4707039321653294,0.6187480688095093
935,0.4651510780774587,0.6196128726005554
936,0.45957986062148537,0.6195667386054993
937,0.4539904997395478,0.6239144802093506
938,0.4483832160900304,0.6102527976036072
939,0.44275823103890327,0.6181686520576477
940,0.4371157666509318,0.6331354975700378
941,0.431456045680955,0.6273128986358643
942,0.4257792915650722,0.641078770160675
943,0.4200857284118029,0.6376990675926208
944,0.4143755809932845,0.6423450112342834
945,0.4086490747363465,0.6273214221000671
946,0.40290643571366364,0.6391129493713379
947,0.3971478906347787,0.6390865445137024
948,0.39137366683720426,0.6344751119613647
949,0.38558399227739537,0.6471365094184875
950,0.37977909552179695,0.655227780342102
951,0.3739592057378,0.6405109763145447
952,0.3681245526846746,0.6646232604980469
953,0.3622753667045459,0.6654881834983826
954,0.356411878713248,0.6643657088279724
955,0.3505343201912601,0.6626289486885071
956,0.3446429231745151,0.6691388487815857
957,0.3387379202452931,0.6923305988311768
958,0.3328195445229854,0.6713108420372009
959,0.3268880296549383,0.6831650137901306
960,0.320943609807209,0.6713218092918396
961,0.3149865196553013,0.681371808052063
962,0.3090169943749477,0.6806055307388306
963,0.3030352696327712,0.6853836178779602
964,0.2970415815770359,0.6952428817749023
965,0.2910361668282698,0.6801530122756958
966,0.2850192624699779,0.6941264867782593
967,0.278991106039228,0.6954535841941833
968,0.2729519355173209,0.7057065367698669
969,0.266901989320375,0.7047469615936279
970,0.2608415062898934,0.7012141942977905
971,0.2547707256833824,0.6844189763069153
972,0.24868988716485188,0.712783694267273
973,0.2425992307954084,0.70632004737854
974,0.2364989970237226,0.7089015245437622
975,0.23038942667659226,0.7283806204795837
976,0.22427076094937992,0.6999035477638245
977,0.2181432413965381,0.7348889708518982
978,0.21200710992205413,0.7245044708251953
979,0.2058626087698777,0.723343014717102
980,0.1997099805144072,0.7290164828300476
981,0.19354946805085732,0.7502359747886658
982,0.1873813145857256,0.7285458445549011
983,0.18120576362713522,0.7398872375488281
984,0.1750230589752778,0.7341145277023315
985,0.1688334447127325,0.7437418103218079
986,0.1626371651948791,0.7517657279968262
987,0.1564344650402302,0.7385386824607849
988,0.1502255891207533,0.7421178221702576
989,0.1440107825522523,0.756883442401886
990,0.1377902906846351,0.7416628003120422
